STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1998,,37.29683,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1999,,36.68373,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2000,,35.86506,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2001,,36.55893,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2002,,37.99067,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2003,,38.92783,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2004,,33.98919,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2005,,34.26771,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2006,,34.35367,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2007,,34.18399,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2008,,34.42422,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2009,,32.43525,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2010,,33.17329,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2011,,34.06736,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2012,,34.97245,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2013,,34.29595,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2014,,31.9281,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2015,,31.95179,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2016,,32.82901,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2017,,32.38269,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2018,,32.74494,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2019,,32.56,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2020,,21.50189,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1990,,56.28,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1991,,57.62,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1992,,52.96,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1993,,47.47,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1994,,42.08,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1995,,42.39896,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1996,,32.91704,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1997,,32.23459,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1998,,31.71514,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,1999,,31.7912,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2000,,31.01203,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2001,,30.39022,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2002,,29.38204,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2003,,28.09244,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2004,,12.04324,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2005,,11.62538,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2006,,10.03102,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2007,,8.787816,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2008,,7.629372,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2009,,6.307435,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2010,,3.339153,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2011,,4.965458,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2012,,4.387452,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2013,,4.194772,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2014,,4.151509,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2015,,3.045041,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2016,,2.735751,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2017,,2.083333,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2018,,2.241174,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2019,,2.06,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2020,,1.850351,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1990,,1213,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1991,,819,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1992,,913,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1993,,1091,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1994,,1270,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1995,,1756,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1996,,2553,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1997,,2693,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1998,,2731,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,1999,,2853,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2000,,2947,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2001,,2980,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2002,,3070,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2003,,3165,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2004,,2688,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2005,,2757,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2006,,2920,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2007,,2979,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2008,,3159,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2009,,3045,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2010,,2792,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2011,,2724,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2012,,2818,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2013,,2829,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2014,,2723,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2015,,2752,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2016,,2838,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2017,,2897,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2018,,2952,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2019,,3040,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),T,Tonnes,2020,,4598,,B,Time series break,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2004,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2005,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2006,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2007,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2008,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2009,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2010,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2011,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2012,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2013,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2014,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2015,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2016,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2017,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2018,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AZE,Azerbaijan,A,Annual,COMPOST,Composting,T,Tonnes,2019,,0,,A,Normal value,3,Thousands,1,One,,,,,,
